SPECIES,LITERAL LATIN,COMMON NAME,GENUS,FAMILY,ORDER,CLADE,COMMON GENUS NAME,COMMON FAMILY NAME,LIFE-FORM TYPE,SEEN AT,GROWTH FORM,SPECIFIC LOCATION,GENERAL LOCATION,HEMISPHERE,GROWTH HABIT,HORTICULTURAL DEVELOPMENT,COMMERCIAL STATUS,CONSERVATION STATUS,SOURCE,NOTES,IMAGE
dacrydium cupressinum,cypress-like dacrydium,rimu,dacrydium,podocarpaceae,pinales,conifers,rimu,yellowwood family,phanerophyte,,tree,New Zealand,New Zealand,Southern,Wild,Low,Major,Locally common,natural,Iconic New Zealand conifer; important timber tree; slow-growing,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Dacrydium_cupressinum_trunk.jpg/1024px-Dacrydium_cupressinum_trunk.jpg
dahlia pinnata,pinnately divided dahlia,garden dahlia,dahlia,asteraceae,asterales,dicots,dahlias,aster family,geophyte,,herb,Mexico,North America,Northern,Both,High,Major,Widespread/Common,bred,Thousands of cultivars; popular garden flower; tuberous roots,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Dahlia_pinnata_flowers.jpg/1024px-Dahlia_pinnata_flowers.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
daucus carota,carrot daucus,wild carrot,daucus,apiaceae,apiales,dicots,carrots,carrot family,hemicryptophyte,,herb,Europe,Europe,Northern,Both,High,Major,Widespread/Common,natural,Queen Anne's lace; ancestor of cultivated carrot; white lace-like flowers,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Daucus_carota_flowers.jpg/1024px-Daucus_carota_flowers.jpg
daucus pusillus,small daucus,american wild carrot,daucus,apiaceae,apiales,dicots,carrots,carrot family,therophyte,,herb,North America,North America,Northern,Wild,Low,None,Widespread/Common,natural,Annual wild carrot; smaller than European species; tiny white flowers,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Daucus_pusillus_flowers.jpg/1024px-Daucus_pusillus_flowers.jpg
delonix regia,royal delonix,royal poinciana,delonix,fabaceae,fabales,dicots,flame trees,legume family,phanerophyte,,tree,Madagascar,Africa,Southern,Both,High,Major,Rare,natural,Spectacular red-orange flowers; endangered in wild but widely cultivated; flame tree,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Delonix_regia_flowers.jpg/1024px-Delonix_regia_flowers.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
diamorpha smallii,Small's diamorpha,elf orpine,diamorpha,crassulaceae,saxifragales,dicots,diamorpha,stonecrop family,therophyte,,herb,Southeastern United States,North America,Northern,Wild,Low,None,Rare,natural,Tiny annual succulent; grows on granite outcrops; endemic to southeastern US,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Diamorpha_smallii_plant.jpg/1024px-Diamorpha_smallii_plant.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
dicranopteris linearis,linear dicranopteris,old world forked fern,dicranopteris,gleicheniaceae,gleicheniales,ferns,forked ferns,forked fern family,hemicryptophyte,,herb,Tropics worldwide,Global,Both,Wild,Low,None,Widespread/Common,natural,Scrambling fern; distinctive forked fronds; pantropical distribution,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Dicranopteris_linearis_fronds.jpg/1024px-Dicranopteris_linearis_fronds.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
digitalis purpurea,purple digitalis,purple foxglove,digitalis,plantaginaceae,lamiales,dicots,foxgloves,plantain family,hemicryptophyte,,herb,Western Europe,Europe,Northern,Both,High,Major,Widespread/Common,natural,Source of digitalis heart medication; tall spikes of tubular flowers; toxic,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Digitalis_purpurea_flowers.jpg/1024px-Digitalis_purpurea_flowers.jpg
dimorphotheca fruticosa,shrubby dimorphotheca,trailing african daisy,dimorphotheca,asteraceae,asterales,dicots,african daisies,aster family,chamaephyte,,shrub,South Africa,Africa,Southern,Both,High,Major,Locally common,natural,White daisy flowers; trailing habit; popular ground cover in mild climates,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Dimorphotheca_fruticosa_flowers.jpg/1024px-Dimorphotheca_fruticosa_flowers.jpg
dionaea muscipula,fly-catching dionaea,venus flytrap,dionaea,droseraceae,caryophyllales,dicots,venus flytraps,sundew family,hemicryptophyte,,herb,North and South Carolina,North America,Northern,Wild,High,Major,Very rare,natural,Carnivorous plant; iconic snapping traps; critically endangered in wild,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Dionaea_muscipula_trap.jpg/1024px-Dionaea_muscipula_trap.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
diplotaxis tenuifolia,thin-leaved diplotaxis,perennial wall rocket,diplotaxis,brassicaceae,brassicales,dicots,wall rockets,mustard family,hemicryptophyte,,herb,Mediterranean,Mediterranean,Northern,Both,Low,None,Widespread/Common,natural,Yellow mustard flowers; edible leaves; grows on walls and waste ground,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Diplotaxis_tenuifolia_flowers.jpg/1024px-Diplotaxis_tenuifolia_flowers.jpg
dipsacus fullonum,fuller's dipsacus,common teasel,dipsacus,caprifoliaceae,dipsacales,dicots,teasels,honeysuckle family,hemicryptophyte,,herb,Europe,Europe,Northern,Both,Low,None,Widespread/Common,natural,Spiny egg-shaped flower heads; historically used for carding wool,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Dipsacus_fullonum_flower_head.jpg/1024px-Dipsacus_fullonum_flower_head.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
discaria toumatou,thorny discaria,wild irishman,discaria,rhamnaceae,rosales,dicots,discarias,buckthorn family,chamaephyte,,shrub,New Zealand,New Zealand,Southern,Wild,Low,None,Locally common,natural,Extremely spiny shrub; impenetrable thickets; small greenish flowers,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Discaria_toumatou_spines.jpg/1024px-Discaria_toumatou_spines.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
dodonea viscosa,sticky dodonaea,hopbush,dodonaea,sapindaceae,sapindales,dicots,hopbushes,soapberry family,phanerophyte,,shrub,Widespread in warm regions,Global,Both,Wild,Moderate,Limited,Widespread/Common,natural,Cosmopolitan shrub; papery winged fruits; extremely wide distribution,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Dodonaea_viscosa_fruits.jpg/1024px-Dodonaea_viscosa_fruits.jpg
doellingeria umbellata,umbrella-flowered doellingeria,tall flat-top white aster,doellingeria,asteraceae,asterales,dicots,white asters,aster family,hemicryptophyte,,herb,Eastern North America,North America,Northern,Wild,Low,None,Widespread/Common,natural,Flat-topped clusters of small white daisies; wetland species,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Doellingeria_umbellata_flowers.jpg/1024px-Doellingeria_umbellata_flowers.jpg
dombeya wallichii,Wallich's dombeya,pink ball dombeya,dombeya,malvaceae,malvales,dicots,dombeyas,mallow family,phanerophyte,,tree,Madagascar,Africa,Southern,Both,High,Limited,Locally common,natural,Large heart-shaped leaves; pendulous pink flower clusters; popular tropical ornamental,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Dombeya_wallichii_flowers.jpg/1024px-Dombeya_wallichii_flowers.jpg
doryanthes excelsa,tall doryanthes,gymea lily,doryanthes,doryanthaceae,asparagales,monocots,gymea lilies,doryanthes family,hemicryptophyte,,herb,Eastern Australia,Australia,Southern,Wild,Moderate,Limited,Locally common,natural,Spectacular flower spike up to 6m tall; endemic to eastern Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Doryanthes_excelsa_flower_spike.jpg/1024px-Doryanthes_excelsa_flower_spike.jpg
dracaena draco,dragon dracaena,dragon tree,dracaena,asparagaceae,asparagales,monocots,dragon trees,asparagus family,phanerophyte,,tree,Canary Islands,Atlantic Islands,Northern,Both,Moderate,Limited,Rare,natural,Iconic umbrella-shaped tree; red resin; extremely slow-growing; ancient specimens,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Dracaena_draco_tree.jpg/1024px-Dracaena_draco_tree.jpg
dracaena fragrans,fragrant dracaena,corn plant,dracaena,asparagaceae,asparagales,monocots,dragon trees,asparagus family,phanerophyte,,shrub,Tropical Africa,Africa,Northern,Both,High,Major,Locally common,natural,Popular houseplant; fragrant white flowers; tolerates low light,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Dracaena_fragrans_plant.jpg/1024px-Dracaena_fragrans_plant.jpg
dracaena reflexa,reflexed dracaena,song of india,dracaena,asparagaceae,asparagales,monocots,dragon trees,asparagus family,phanerophyte,,shrub,Madagascar and Mauritius,Africa,Southern,Both,High,Major,Locally common,natural,Twisted stems; variegated cultivars popular; small fragrant flowers,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Dracaena_reflexa_plant.jpg/1024px-Dracaena_reflexa_plant.jpg
dracaena trifasciata,three-banded dracaena,snake plant,dracaena,asparagaceae,asparagales,monocots,dragon trees,asparagus family,hemicryptophyte,,herb,West Africa,Africa,Northern,Both,High,Major,Widespread/Common,natural,Sword-shaped leaves with yellow margins; extremely tolerant houseplant,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Dracaena_trifasciata_plant.jpg/1024px-Dracaena_trifasciata_plant.jpg
drimia maritima,sea-dwelling drimia,sea squill,drimia,asparagaceae,asparagales,monocots,squills,asparagus family,geophyte,,herb,Mediterranean,Mediterranean,Northern,Wild,Low,Limited,Widespread/Common,natural,Large white bulb; tall flower spike; historically used medicinally; toxic,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Drimia_maritima_flowers.jpg/1024px-Drimia_maritima_flowers.jpg
drosanthemum floribundum,abundantly flowering drosanthemum,rosea ice plant,drosanthemum,aizoaceae,caryophyllales,dicots,dewflowers,ice plant family,chamaephyte,,shrub,South Africa,Africa,Southern,Both,High,Major,Locally common,natural,Succulent groundcover; masses of pink daisy flowers; drought-tolerant,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Drosanthemum_floribundum_flowers.jpg/1024px-Drosanthemum_floribundum_flowers.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
dryopteris marginalis,marginal dryopteris,marginal wood fern,dryopteris,dryopteridaceae,polypodiales,ferns,wood ferns,wood fern family,hemicryptophyte,,herb,Eastern North America,North America,Northern,Wild,Low,None,Widespread/Common,natural,Evergreen fern; distinctive marginal sori; common in eastern forests,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Dryopteris_marginalis_frond.jpg/1024px-Dryopteris_marginalis_frond.jpg
duranta erecta,upright duranta,golden dewdrop,duranta,verbenaceae,lamiales,dicots,durantas,vervain family,phanerophyte,,shrub,Central America,Central America,Northern,Both,High,Major,Widespread/Common,natural,Purple flower spikes; bright orange berries; popular tropical hedge plant,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Duranta_erecta_flowers.jpg/1024px-Duranta_erecta_flowers.jpg
durio zibethinus,civet-scented durio,durian,durio,malvaceae,malvales,dicots,durians,mallow family,phanerophyte,,tree,Southeast Asia,Southeast Asia,Northern,Both,Moderate,Major,Locally common,natural,King of fruits; strong odor; highly prized in Southeast Asia; large spiky fruits,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Durio_zibethinus_fruit.jpg/1024px-Durio_zibethinus_fruit.jpg
dypsis lutescens,yellow dypsis,areca palm,dypsis,arecaceae,arecales,monocots,dypsis palms,palm family,phanerophyte,,tree,Madagascar,Africa,Southern,Both,High,Major,Locally common,natural,Popular indoor palm; feathery fronds; multiple stems; also called butterfly palm,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Dypsis_lutescens_plant.jpg/1024px-Dypsis_lutescens_plant.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
echinacea purpurea,purple echinacea,purple coneflower,echinacea,asteraceae,asterales,dicots,coneflowers,aster family,hemicryptophyte,,herb,Eastern North America,North America,Northern,Both,High,Major,Widespread/Common,natural,Popular medicinal herb; purple daisy flowers; important for pollinators,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Echinacea_purpurea_flowers.jpg/1024px-Echinacea_purpurea_flowers.jpg
echinocereus pentalophus,five-ribbed echinocereus,lady finger cactus,echinocereus,cactaceae,caryophyllales,dicots,hedgehog cacti,cactus family,chamaephyte,,herb,Texas and Mexico,North America,Northern,Wild,Moderate,Limited,Locally common,natural,Low clumping cactus; large pink flowers; popular in rock gardens,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Echinocereus_pentalophus_flower.jpg/1024px-Echinocereus_pentalophus_flower.jpg
echinodorus cordifolius,heart-leaved echinodorus,spoon-leaved sword plant,echinodorus,alismataceae,alismatales,monocots,sword plants,water plantain family,helophyte,,herb,Americas,Americas,Both,Wild,Moderate,Limited,Widespread/Common,natural,Aquatic plant; heart-shaped leaves; popular in aquariums and water gardens,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Echinodorus_cordifolius_leaves.jpg/1024px-Echinodorus_cordifolius_leaves.jpg
echinops ritro,lesser echinops,small globe thistle,echinops,asteraceae,asterales,dicots,globe thistles,aster family,hemicryptophyte,,herb,Mediterranean,Mediterranean,Northern,Both,High,Major,Widespread/Common,natural,Steel-blue spherical flower heads; spiny foliage; popular in dried arrangements,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Echinops_ritro_flowers.jpg/1024px-Echinops_ritro_flowers.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
echium pininana,pineapple echium,giant viper's bugloss,echium,boraginaceae,boraginales,dicots,viper's buglosses,borage family,hemicryptophyte,,herb,Canary Islands,Atlantic Islands,Northern,Wild,Moderate,Limited,Rare,natural,Massive flower spike up to 4m tall; endemic to La Palma; spectacular blue flowers,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Echium_pininana_spike.jpg/1024px-Echium_pininana_spike.jpg
ehrharta erecta,upright ehrharta,panic veldtgrass,ehrharta,poaceae,poales,monocots,veldtgrasses,grass family,hemicryptophyte,,herb,South Africa,Africa,Southern,Wild,Low,None,Widespread/Common,natural,Invasive grass in many regions; forms dense tufts; small spikelets,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Ehrharta_erecta_grass.jpg/1024px-Ehrharta_erecta_grass.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
elaeagnus angustifolia,narrow-leaved elaeagnus,russian olive,elaeagnus,elaeagnaceae,rosales,dicots,oleasters,oleaster family,phanerophyte,,tree,Western and Central Asia,Asia,Northern,Both,Low,Limited,Widespread/Common,natural,Silver-scaly leaves; fragrant flowers; invasive in North America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Elaeagnus_angustifolia_leaves.jpg/1024px-Elaeagnus_angustifolia_leaves.jpg
eleagnus umbellata,umbrella-flowered eleagnus,autumn olive,elaeagnus,elaeagnaceae,rosales,dicots,oleasters,oleaster family,phanerophyte,,shrub,East Asia,East Asia,Northern,Both,Low,Limited,Widespread/Common,natural,Fragrant flowers; red berries; invasive species; nitrogen-fixing,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Elaeagnus_umbellata_berries.jpg/1024px-Elaeagnus_umbellata_berries.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
elettaria cardamomum,cardamom elettaria,green cardamom,elettaria,zingiberaceae,zingiberales,monocots,cardamoms,ginger family,hemicryptophyte,,herb,Western Ghats,Asia,Northern,Both,High,Major,Locally common,natural,Queen of spices; aromatic seeds; important spice crop; shade-grown,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Elettaria_cardamomum_plant.jpg/1024px-Elettaria_cardamomum_plant.jpg
eleusine indica,indian eleusine,goose grass,eleusine,poaceae,poales,monocots,finger grasses,grass family,therophyte,,herb,Africa,Africa,Northern,Wild,Low,None,Widespread/Common,natural,Weedy annual grass; distinctive finger-like seed heads; cosmopolitan,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Eleusine_indica_seedhead.jpg/1024px-Eleusine_indica_seedhead.jpg
encephalartos horridus,horrible encephalartos,eastern cape blue cycad,encephalartos,zamiaceae,cycadales,gymnosperms,bread palms,zamia family,phanerophyte,,shrub,South Africa,Africa,Southern,Wild,Moderate,Limited,Very rare,natural,Spiny blue-grey fronds; critically endangered; popular ornamental cycad,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Encephalartos_horridus_plant.jpg/1024px-Encephalartos_horridus_plant.jpg
encephalartos woodii,Wood's encephalartos,wood's cycad,encephalartos,zamiaceae,cycadales,gymnosperms,bread palms,zamia family,phanerophyte,,shrub,South Africa,Africa,Southern,Wild,High,None,Very rare,natural,Extinct in wild; only male plants survive; one of world's rarest plants,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Encephalartos_woodii_plant.jpg/1024px-Encephalartos_woodii_plant.jpg
ephedra antisyphilitica,anti-syphilis ephedra,clapweed,ephedra,ephedraceae,ephedrales,gymnosperms,joint firs,ephedra family,chamaephyte,,shrub,Southwestern United States,North America,Northern,Wild,Low,None,Locally common,natural,Leafless green stems; historically used medicinally; drought-adapted,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Ephedra_antisyphilitica_stems.jpg/1024px-Ephedra_antisyphilitica_stems.jpg
epilobium montium,mountain epilobium,broad-leaved willowherb,epilobium,onagraceae,myrtales,dicots,willowherbs,evening primrose family,hemicryptophyte,,herb,Mountains worldwide,Global,Both,Wild,Low,None,Widespread/Common,natural,Pink four-petaled flowers; narrow seed pods; montane habitats,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Epilobium_montanum_flowers.jpg/1024px-Epilobium_montanum_flowers.jpg
epipremnum aureum,golden epipremnum,golden pothos,epipremnum,araceae,alismatales,monocots,pothos,arum family,epiphyte,,vine,Solomon Islands,Pacific Islands,Southern,Both,High,Major,Locally common,natural,Popular trailing houseplant; heart-shaped variegated leaves; extremely tolerant,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Epipremnum_aureum_leaves.jpg/1024px-Epipremnum_aureum_leaves.jpg
