
SPECIES,LITERAL LATIN,COMMON NAME,GENUS,FAMILY,ORDER,CLADE,COMMON GENUS NAME,COMMON FAMILY NAME,LIFE-FORM TYPE,SEEN AT,GROWTH FORM,GEOGRAPHIC ORIGIN,SPECIFIC LOCATION,GENERAL LOCATION,HEMISPHERE,GROWTH HABIT,HORTICULTURAL DEVELOPMENT,COMMERCIAL STATUS,CONSERVATION STATUS,SOURCE,NOTES,IMAGE
platycerium bifurcatum,,elkhorn fern,platycerium,polypodiacea,polypodiales,ferns,,,,jakarta,herb,Australia,Australia,Australia,Southern,Cultivated,High,Limited,Widespread/Common,natural,,
platycladus orientalis,,chinese arborvitae,platycladus,cupressaceae,cupressales,conifers,,cypress,phanerophyte,Amman garden,tree,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
plectranthus ciliatus,,speckled spur-flower,plectranthus,lamiaceae,lamiales,dicots,,mint family,,jakarta,herb,Africa,,Africa,Both,Cultivated,Moderate,Limited,Widespread/Common,natural,,
plectranthus neochilus,,lobster bush,plectranthus,lamiaceae,lamiales,dicots,,mints,,rum desert,herb,Africa,,Africa,Both,Cultivated,Moderate,Limited,Widespread/Common,natural,,
plectranthus scutellaroides,,,plectranthus,lamiaceae,lamiales,dicots,,mint family,,luang prabang,herb,Southeast Asia,,Southeast Asia,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
plumbago auriculata,,blue plumbago,plumbago,plumbaginaceae,caryophyllales,dicots,plumbagos,,,around amman,shrub,Africa,,Africa,Both,Cultivated,High,Limited,Widespread/Common,natural,,
plumeria obtusa,,white frangipani,plumeria,apocynaceae,gentianales,dicots,,,,,tree,Central America,,Central America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
plumeria rubra,,mexican plumeria,plumeria,apocynaceae,gentianales,dicots,,,,,tree,Central America,,Central America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
poa bulbosa,,bulbous meadow grass,poa,poaceae,poales,monocots,grasses,grasses,,Scandinavian forest,herb,Mediterranean,,Mediterranean,Northern,Wild,Low,None,Widespread/Common,natural,,
podocarpus macrophyllus,,buddhist pine,podocarpus,podocarpaceae,araucariales,conifers,,,,singapore,tree,Asia,,Asia,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
podocarpus matudae,,podocarpus matudae,podocarpus,podocarpaceae,araucariales,conifers,totaras,,,kew,tree,Central America,,Central America,Northern,Both,Low,None,Locally common,natural,,
podranea ricasoliana,,pink trumpet vine,podranea,bignoniaceae,lamiales,dicots,african trumpet creepers,,,around amman,vine,Africa,,Africa,Both,Cultivated,High,Limited,Widespread/Common,natural,,
polygala myrtifolia,,sweet pea shrub,polygala,polygalaceae,fabales,dicots,,,,Amman garden,shrub,Africa,,Africa,Both,Cultivated,High,Limited,Widespread/Common,natural,,
polystichum munitum,,western sword fern,polystichum,dryopteridaceae,polypodiales,ferns,,,,nanaimo,herb,Western North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
pongamia pinnata,,indian beech tree,pongamia,fabaceae,fabales,dicots,,legumes,phanerophyte,Expo,tree,India,India,Asia,Northern,Both,Low,Limited,Widespread/Common,natural,,
populus alba,,white poplar,populus,salicaceae,malpighiales,dicots,poplar,willows,phanerophyte,around amman,tree,Europe,,Europe,Northern,Both,Low,Limited,Widespread/Common,natural,,
populus nigra,,black poplar,populus,salicaceae,malpighiales,dicots,poplar,willows,phanerophyte,yarmouk river,tree,Europe,,Europe,Northern,Both,Low,Limited,Widespread/Common,natural,,
populus tremuloides,,trembling aspen,populus,salicaceae,malpighiales,dicots,poplars,willows,phanerophyte,Amman garden,tree,North America,,North America,Northern,Wild,Low,Limited,Widespread/Common,natural,,
premnopitys ferruginea,,miro,premnopitys,podocarpaceae,araucariales,conifers,,,,Kew,tree,New Zealand,New Zealand,Oceania,Southern,Wild,Low,None,Locally common,natural,,
,,,primula,primulaceae,ericales,dicots,primroses,,,,herb,Northern Hemisphere,,,Northern,Both,High,Limited,Widespread/Common,natural,,
,,,prosopis,fabaceae,fabales,dicots,mesquites,legume family,,,tree,Americas,,Americas,Both,Both,Low,Limited,Widespread/Common,natural,,
protea cynaroides,,king protea,protea,proteaceae,proteales,dicots,proteas,proteas,,cape,shrub,Africa,,Africa,Both,Cultivated,High,Limited,Locally common,natural,,
prunella vulgaris,,woundwort,prunella,lamiaceae,lamiales,dicots,,mint family,,london,herb,Northern Hemisphere,,,Northern,Wild,Low,None,Widespread/Common,natural,,
prunus avium,,wild cherry,prunus,rosaceae,rosales,dicots,plum,rose family,phanerophyte,kintbury,tree,Europe,,Europe,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
prunus cerasifera,,cherry plum,prunus,rosaceae,rosales,dicots,cherries,rose family,phanerophyte,around amman,tree,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
prunus domestica,,common plum,prunus,rosaceae,rosales,dicots,plum,rose family,,london,tree,Europe,,Europe,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
prunus dulcis,,almond,prunus,rosaceae,rosales,dicots,plum,roses,phanerophyte,Scandinavian forest,tree,Mediterranean,,Mediterranean,Northern,Cultivated,High,Major,Widespread/Common,natural,,
prunus pensylvanica,,fire cherry,prunus,rosaceae,rosales,dicots,cherries,rose family,,greenwich,tree,Eastern North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
prunus persica,,peach,prunus,rosaceae,rosales,dicots,cherries,rose family,phanerophyte,around amman,tree,Asia,,Asia,Northern,Cultivated,High,Major,Widespread/Common,natural,,
prunus serotina,,black cherry,prunus,rosaceae,rosales,dicots,plum,rose family,,greenwich,tree,Eastern North America,,North America,Northern,Wild,Low,Limited,Widespread/Common,natural,,
pseuderanthemum carruthersii,,carruther's falseface,pseuderanthemum,acanthaceae,lamiales,dicots,,,,,herb,Southeast Asia,,Southeast Asia,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
,,,pseudolaryx,pinaceae,pinales,conifers,golden larch,pine family,phanerophyte,,tree,China,China,Asia,Northern,Both,Low,Limited,Locally common,natural,,
pseudopanax crassifolius,,,pseudopanax,araliaceae,apiales,dicots,,,,knighton,shrub,New Zealand,New Zealand,Oceania,Southern,Wild,Low,None,Locally common,natural,,
pseudopanax crassifolius x lessonii,,houpara,pseudopanax,araliaceae,apiales,dicots,,aralia,,Kew,shrub,New Zealand,New Zealand,Oceania,Southern,Both,Low,None,Locally common,bred,,
,,,pseudotaxus,taxaceae,pinales,conifers,white berry yew,,phanerophyte,,shrub,Asia,,Asia,Northern,Wild,Low,None,Rare,natural,,
pseudotsuga japonica,,japanese douglas fir,pseudotsuga,pinaceae,pinales,conifers,douglas fir,pine family,phanerophyte,kew,tree,Asia,,Asia,Northern,Both,Low,Limited,Locally common,natural,,
pseudotsuga menziesii,,douglas-fir,pseudotsuga,pinaceae,pinales,conifers,Douglas fir,pine family,phanerophyte,nanaimo,tree,Western North America,,North America,Northern,Both,Low,Major,Widespread/Common,natural,,
psidium guajava,,common guava,psidium,myrtaceae,myrtales,dicots,,myrtles,phanerophyte,yarmouk river,tree,Central America,,Central America,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
,,,psychotria,rubiaceae,gentianales,dicots,,,,,shrub,Tropical worldwide,,Tropical worldwide,Both,Wild,Low,None,Widespread/Common,natural,,
pteridium aquilinum,,common bracken,pteridium,dennstaedtiacea,polypodiales,ferns,brackens,,,charlevoix,herb,Worldwide,,Worldwide,Both,Wild,Low,None,Widespread/Common,natural,,
pteris cretica,,cretan brake,pteris,pteridaceae,polypodiales,ferns,,,,jakarta,herb,Mediterranean,,Mediterranean,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
,,,pterocarya,juglandaceae,fagales,dicots,wingnuts,,,,tree,Asia,,Asia,Northern,Both,Low,Limited,Widespread/Common,natural,,
punica granatum,,pomegranate,punica,lythraceae,myrtales,dicots,,,,,tree,Mediterranean,,Mediterranean,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
pycnanthemum muticum,,blunt mountain mint,pycnanthemum,lamiaceae,lamiales,dicots,,mint family,,new york,herb,Eastern North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
pyracantha coccinea,,firethorn,pyracantha,rosaceae,rosales,dicots,,rose family,,,shrub,Europe,,Europe,Northern,Both,High,Limited,Widespread/Common,natural,,
pyrus communis,,common pear,pyrus,rosaceae,rosales,dicots,pears,roses,phanerophyte,Scandinavian forest,tree,Europe,,Europe,Northern,Cultivated,High,Major,Widespread/Common,natural,,
quercus garryana,,oregon oak,quercus,fagaceae,fagales,dicots,oak,beech family,phanerophyte,nanaimo,tree,Western North America,,North America,Northern,Wild,Low,Limited,Widespread/Common,natural,,
quercus imbricaria,,shingle oak,quercus,fagaceae,fagales,dicots,oaks,beech family,,jakarta,tree,Eastern North America,,North America,Northern,Wild,Low,Limited,Widespread/Common,natural,,
quercus macrocarpa,,bur oak,quercus,fagaceae,fagales,dicots,oaks,beech family,phanerophyte,new york,tree,Eastern North America,,North America,Northern,Wild,Low,Limited,Widespread/Common,natural,,
quercus palustris,,pin oak,quercus,fagaceae,fagales,dicots,oaks,beech family,phanerophyte,kew,tree,Eastern North America,,North America,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
quercus robur,,english/pedunculate oak,quercus,fagaceae,fagales,dicots,oaks,beech family,phanerophyte,Bermondsey,tree,Europe,,Europe,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
quercus rubra,,red oak,quercus,fagaceae,fagales,dicots,oaks,beech family,phanerophyte,Kew,tree,Eastern North America,,North America,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
quercus suber,,cork oak,quercus,fagaceae,fagales,dicots,oak,beech family,,singapore,tree,Mediterranean,,Mediterranean,Northern,Both,Low,Limited,Widespread/Common,natural,,
ranunculus bulbosus,,bulbous buttercup,ranunculus,ranunculaceae,ranunculales,dicots,,,,kintbury,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
ranunculus repens,,,ranunculus,ranunculaceae,ranunculales,dicots,,,,knighton,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,ranunculus,ranunculaceae,ranunculales,dicots,buttercups,,,,herb,Worldwide,,Worldwide,Both,Wild,Low,None,Widespread/Common,natural,,
rapistrum rugosum,,bastard cabbage,rapistrum,brassicaceae,brassicales,dicots,,mustard and cabbage,,Scandinavian forest,herb,Mediterranean,,Mediterranean,Northern,Wild,Low,None,Widespread/Common,natural,,
ratibida pinnata,,prairie coneflower,ratibida,asteraceae,asterales,dicots,,daisy family,,new york,herb,North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
retama raetam,,levant broom,retama,fabaceae,fabales,dicots,brooms,legumes,,petra desert,shrub,Mediterranean,,Mediterranean,Northern,Wild,Low,None,Widespread/Common,natural,,
reynoutria japonica,,japanese knotweed,reynoutria,polygonaceae,caryophyllales,dicots,reynoutria,,,charlevoix,herb,Asia,,Asia,Northern,Both,Low,None,Widespread/Common,natural,,
,,,rheum,polygonaceae,caryophyllales,dicots,rhubarb,,,,herb,Asia,,Asia,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
rhododendron ferrugineum,,rusty-leaved alpenrose,rhododendron,ericaceae,ericales,dicots,,heath family,,,shrub,Europe,,Europe,Northern,Wild,Low,None,Locally common,natural,,
rhododendron occidentale,,western azalea,rhododendron,ericaceae,ericales,dicots,,heath family,,Kew,shrub,Western North America,,North America,Northern,Both,High,Limited,Widespread/Common,natural,,
rhododenron indicum,,,rhododendron,ericaceae,ericales,dicots,,heath family,,singapore,shrub,Asia,,Asia,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
rhododenron viscosum,,,rhododendron,ericaceae,ericales,dicots,,heath family,,singapore,shrub,Eastern North America,,North America,Northern,Both,High,Limited,Widespread/Common,natural,,
rhus glabra,,smooth sumac,rhus,anacardiaceae,sapindales,dicots,sumacs,cashew family,,charlevoix,shrub,Eastern North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
rhus typhina,,staghorn sumac,rhus,anacardiaceae,sapindales,dicots,sumacs,cashew family,,charlevoix,shrub,Eastern North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
ribes rubrum,,redcurrant,ribes,grossulariacea,saxifragales,dicots,,,,kintbury,shrub,Europe,,Europe,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
,,,robinia,fabaceae,fabales,dicots,locusts,legume family,,,tree,Eastern North America,,North America,Northern,Both,Low,Limited,Widespread/Common,natural,,
romneya coulteri,,california tree poppy,romneya,papaveraceae,ranunculales,dicots,,,,nanaimo,herb,Western North America,,North America,Northern,Both,Low,None,Locally common,natural,,
rosa canina,,rose,rosa,rosaceae,rosales,dicots,roses,roses,,Fifty plants,shrub,Europe,,Europe,Northern,Both,High,Major,Widespread/Common,natural,,
rosa chinensis,,china rose,rosa,rosaceae,rosales,dicots,roses,roses,,Floral bouquet,shrub,Asia,,Asia,Northern,Cultivated,High,Major,Widespread/Common,natural,,
rosa multiflora,,multiflora rose,rosa,rosaceae,rosales,dicots,roses,rose family,,greenwich,shrub,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
rosa rugosa,,rugosa rose,rosa,rosaceae,rosales,dicots,roses,rose family,,charlevoix,shrub,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
rosa setigera,,,rosa,rosaceae,rosales,dicots,roses,rose family,,knighton,shrub,Eastern North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,rosmarinus,lamiaceae,lamiales,dicots,rosemary,mint family,,,herb,Mediterranean,,Mediterranean,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
,,,rubia,rubiaceae,gentianales,dicots,madder,,,,herb,Europe,,Europe,Northern,Wild,Low,Limited,Widespread/Common,natural,,
rubus caesius,,,rubus,rosaceae,rosales,dicots,,rose family,,knighton,shrub,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
rubus laciniatus,,cutleaf blackberry,rubus,rosaceae,rosales,dicots,,rose family,,kintbury,shrub,Europe,,Europe,Northern,Both,Low,Limited,Widespread/Common,natural,,
rubus ulmifolius,,wild blackberry,rubus,rosaceae,rosales,dicots,,rose family,,kintbury,shrub,Europe,,Europe,Northern,Wild,Low,Limited,Widespread/Common,natural,,
,,,rubus,rosaceae,rosales,dicots,blackberries,rose family,,,shrub,Northern Hemisphere,,,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
rudbeckia laciniata,,cutleaf coneflower,rudbeckia,asteraceae,asterales,dicots,black-eyed susans,daisy family,,charlevoix,herb,Eastern North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
ruellia simplex,,mexican ruellia,ruellia,acanthaceae,lamiales,dicots,ruellias,,,Expo,herb,Central America,,Central America,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
ruscus aculeatus,,butchers-broom,ruscus,asparagaceae,asparagales,monocots,,,,london,shrub,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,ruscus,asparagaceae,asparagales,monocots,butchers-broom,,,,shrub,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,ruta,rutaceae,sapindales,dicots,rue,citrus family,,,herb,Mediterranean,,Mediterranean,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
,,,sabal,arecaceae,arecales,monocots,cabbage palms,,,,tree,Americas,,Americas,Both,Both,Moderate,Limited,Widespread/Common,natural,,
,,,salicornia,amaranthaceae,caryophyllales,dicots,samphire,,,,herb,Coastal worldwide,,Coastal worldwide,Both,Wild,Low,None,Widespread/Common,natural,,
salix alba,,white willow,salix,salicaceae,malpighiales,dicots,willows,willows,phanerophyte,greenwich,tree,Europe,,Europe,Northern,Both,Low,Limited,Widespread/Common,natural,,
salix exigua,,narroleaf willow,salix,salicaceae,malpighiales,dicots,willows,willow family,phanerophyte,around amman,shrub,Western North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
salvia officinalis,,,salvia,lamiaceae,lamiales,dicots,,mint family,,knighton,herb,Mediterranean,,Mediterranean,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
salvia rosmarinus,,rosemary,salvia,lamiaceae,lamiales,dicots,,mint family,chamaephyte,azraq,herb,Mediterranean,,Mediterranean,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
salvia yangii,,russian sage,salvia,lamiaceae,lamiales,dicots,sages,mint family,,around amman,herb,Asia,,Asia,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
sambucus nigra,,elderberry,sambucus,adoxaceae,dipsacales,dicots,,moschatel family,,kintbury,shrub,Europe,,Europe,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
sambucus racemosa,,red-berried elder,sambucus,adoxaceae,dipsacales,dicots,elders,moschatel family,,charlevoix,shrub,North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,sanguisorba,rosaceae,rosales,dicots,burnets,rose family,,,herb,Northern Hemisphere,,,Northern,Wild,Low,None,Widespread/Common,natural,,
sansevieria hyacinthoides,,mother-in-law's tongue,sansevieria,asparagaceae,asparagales,monocots,snake plants,asparagus,,Expo,herb,Africa,,Africa,Both,Cultivated,High,Limited,Widespread/Common,natural,,
santolina chamaecyparissus,,lavender cotton,santolina,asteraceae,asterales,dicots,,daisy family,,amman,herb,Mediterranean,,Mediterranean,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
sarcobatus vermiculatus,,saltbush,sarcobatus,sarcobataceae,caryophyllales,dicots,,greasewood,halophyte,azraq,shrub,Western North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
sassafras albidum,,sassafras,sassafras,lauraceae,laurales,early angiosperms,,,phanerophyte,new york,tree,Eastern North America,,North America,Northern,Wild,Low,Limited,Widespread/Common,natural,,
,,,saxifraga,saxifragaceae,saxifragales,dicots,alpines,,,,herb,Northern Hemisphere,,,Northern,Wild,Moderate,Limited,Widespread/Common,natural,,
scaevola taccada,,beach naupaka,scaevola,goodeniaceae,asterales,dicots,,,,Expo,shrub,Pacific islands,,Pacific islands,Both,Both,Low,None,Widespread/Common,natural,,
schefflera arbiricola,,miniature umbrella tree,schefflera,araliaceae,apiales,dicots,schefflera,,,around amman,shrub,Asia,,Asia,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
schefflera heptaphylla,,,schefflera,araliaceae,apiales,dicots,schefflera,,,singapore,tree,Asia,,Asia,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
schinus molle,,pepper tree,schinus,anacardiaceae,sapindales,dicots,,cashews and sumac,phanerophyte,Scandinavian forest,tree,South America,,South America,Southern,Both,Low,Limited,Widespread/Common,natural,,
schlumbergera truncata,,crab cactus,schlumbergera,cactaceae,caryophyllales,dicots,,cactus,,Amman garden,herb,South America,,South America,Southern,Cultivated,High,Limited,Widespread/Common,natural,,
,,,schoenocaulon,melanthiaceae,liliales,monocots,feathershank,,,,herb,North America,,North America,Northern,Wild,Low,None,Locally common,natural,,
schoenus nigricans,,blalck bog-rush,schoenus,cyperaceae,poales,monocots,bog-rushes,sedges,,Expo,herb,Worldwide,,Worldwide,Both,Wild,Low,None,Widespread/Common,natural,,
,,,scilla,asparagaceae,asparagales,monocots,squills,,,,herb,Europe,,Europe,Northern,Both,High,Limited,Widespread/Common,natural,,
scirpus atrovirens,,dark green bulrush,scirpus,cyperaceae,poales,monocots,bulrushes,,,greenwich,herb,Eastern North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,scrophularia,scrophulariaceae,lamiales,dicots,figwort,,,,herb,Northern Hemisphere,,,Northern,Wild,Low,None,Widespread/Common,natural,,
secale cereale,,rye,secale,poaceae,poales,monocots,,grasses,,Fifty plants,herb,Europe,,Europe,Northern,Cultivated,Moderate,Major,Widespread/Common,natural,,
sedum dendroideum,,tree stonecrop,sedum,crassulaceae,saxifragales,dicots,,,,,herb,Central America,,Central America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
,,,sedum,crassulaceae,saxifragales,dicots,stonecrops,,,,herb,Northern Hemisphere,,,Northern,Both,High,Limited,Widespread/Common,natural,,
,,,selinum,apiaceae,apiales,dicots,,carrot family,,,herb,Northern Hemisphere,,,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,sempervivum,crassulaceae,saxifragales,dicots,house leeks,,,,herb,Europe,,Europe,Northern,Both,High,Limited,Widespread/Common,natural,,
senecio angulatus,,creeping groundsel,senecio,asteraceae,asterales,dicots,groundsels,daisy and sunflower,,around amman,herb,Africa,,Africa,Both,Wild,Low,None,Widespread/Common,natural,,
senecio flaccidus,,threadleaf groundsel,senecio,asteraceae,asterales,dicots,groundsels,daisy and sunflower,,Scandinavian forest,herb,North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
senecio vernalis,,eastern groundsel,senecio,asteraceae,asterales,dicots,groundsels,daisy and sunflower,,office,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
senna artemisioides,,silver senna,senna,fabaceae,fabales,dicots,sennas,legumes,,Expo,shrub,Australia,Australia,Australia,Southern,Both,Moderate,Limited,Widespread/Common,natural,,
sequoia sempervirens,,coast redwood,sequoia,cupressaceae,cupressales,conifers,sequoia,cypress family,phanerophyte,Kew,tree,Western North America,,North America,Northern,Both,Moderate,Major,Locally common,natural,,
,,,sequoiadendron,cupressaceae,cupressales,conifers,giant sequoia,cypress family,phanerophyte,,tree,Western North America,,North America,Northern,Both,Low,Limited,Rare,natural,,
sesuvium portulacastrum,,sea purslane,sesuvium,aizoaceae,caryophyllales,dicots,sea-purslanes,fig-marigolds,,Scandinavian forest,herb,Tropical coastlines,,Tropical coastlines,Both,Wild,Low,None,Widespread/Common,natural,,
silene dioica,,red campion,silene,caryophyllaceae,caryophyllales,dicots,campions,carnations,,Scandinavian forest,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
silphium laciniatum,,compass plant,silphium,asteraceae,asterales,dicots,,daisy family,,new york,herb,North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
silybum marianum,,milk thistle,silybum,asteraceae,asterales,dicots,,daisy and sunflower,,Scandinavian forest,herb,Mediterranean,,Mediterranean,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,sisyrinchium,iridaceae,asparagales,monocots,blue-eyed grasses,,,,herb,Americas,,Americas,Both,Wild,Low,None,Widespread/Common,natural,,
solanum dulcamara,,,solanum,solanaceae,solanales,dicots,nightshades,,,dorset,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
solanum erianthum,,,solanum,solanaceae,solanales,dicots,nightshades,,,luang prabang,herb,Central America,,Central America,Northern,Wild,Low,None,Widespread/Common,natural,,
solanum lycopersicum,,tomato,solanum,solanaceae,solanales,dicots,nightshades,,,greenwich,herb,South America,,South America,Southern,Cultivated,High,Major,Widespread/Common,natural,,
solanum melongena,,,solanum,solanaceae,solanales,dicots,nightshades,,,luang prabang,herb,Asia,,Asia,Northern,Cultivated,High,Major,Widespread/Common,natural,,
solanum tuberosum,,potato,solanum,solanaceae,solanales,dicots,,nightshades,,Fifty plants,herb,South America,,South America,Southern,Cultivated,High,Major,Widespread/Common,natural,,
,,,soldanella,primulaceae,ericales,dicots,snowbells,,,,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
soliva sessilis,,common soliva,soliva,asteraceae,asterales,dicots,,daisy and sunflower,,Scandinavian forest,herb,South America,,South America,Southern,Wild,Low,None,Widespread/Common,natural,,
sonchus oleraceus,,common sow-thistle,sonchus,asteraceae,asterales,dicots,,daisy and sunflower,,amman,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
sorbaria sorbifolia,,false spiria,sorbaria,rosaceae,rosales,dicots,,rose family,,greenwich,shrub,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
sorbus aria,,whitebeam,sorbus,rosaceae,rosales,dicots,rowans,rose family,,Kew,tree,Europe,,Europe,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
sorbus aucaparia,,european mountain ash,sorbus,rosaceae,rosales,dicots,rowans,rose family,phanerophyte,nanaimo,tree,Europe,,Europe,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
sparganium americanum,,american bur-reed,sparganium,typhaceae,poales,monocots,bur-reeds,,,greenwich,herb,North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
spathiphyllum wallisii,,peace lily,spathiphyllum,araceae,alismatales,monocots,spathe-leaves,,,amman house,herb,Central America,,Central America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
spathoglottis plicata,,philippine ground orchid,spathoglottis,orchidaceae,asparagales,monocots,,,,singapore,herb,Southeast Asia,,Southeast Asia,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
,,,spergula,caryophyllaceae,caryophyllales,dicots,sea spurreys,carnation family,,,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
sphagneticola trilobata,,trailing daisy,sphagneticola,asteraceae,asterales,dicots,,daisy and sunflower,,Expo,herb,Central America,,Central America,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
,,,spinacia,amaranthaceae,caryophyllales,dicots,spinach,,,,herb,Asia,,Asia,Northern,Cultivated,High,Major,Widespread/Common,natural,,
spiraea alba,,white meadowsweet,spiraea,rosaceae,rosales,dicots,meadowsweets,rose family,,charlevoix,shrub,Eastern North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,sporobolus,poaceae,poales,monocots,dropseeds,grass family,,,herb,Worldwide,,Worldwide,Both,Wild,Low,None,Widespread/Common,natural,,
stachys sylvatica,,hedge nettle,stachys,lamiaceae,lamiales,dicots,,mint family,,kintbury,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,stachys,lamiaceae,lamiales,dicots,hedgenettle,mint family,,,herb,Northern Hemisphere,,,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,stengeria,stangeriaceae,cycadales,cycads,,,,,herb,Africa,,Africa,Both,Wild,Low,None,Rare,natural,,
,,,stewartia,theaceae,ericales,dicots,,,,,tree,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
stipa tenuissima,,mexican feather grass,stipa,poaceae,poales,monocots,grasses,grass family,,nanaimo,herb,Central America,,Central America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
,,,stipa,poaceae,poales,monocots,feather grass,grass family,,,herb,Worldwide,,Worldwide,Both,Wild,Low,None,Widespread/Common,natural,,
strelitzia reginae,,common bird of paradise flower,strelitzia,strelitziaceae,zingiberales,monocots,,,,Kew,herb,Africa,,Africa,Both,Cultivated,High,Limited,Widespread/Common,natural,,
strongylodon macrobotrys,,jade vine,strongylodon,fabaceae,fabales,dicots,,legume family,,singapore,vine,Southeast Asia,,Southeast Asia,Northern,Cultivated,High,Limited,Locally common,natural,,
styphnolobium japonicum,,japanese pagoda tree,styphnolobium,fabaceae,fabales,dicots,,legumes,phanerophyte,yarmouk river,tree,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
styrax japonicus,,japanese snowbell,styrax,styracaceae,ericales,dicots,,,,kew,tree,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
,,,succisa,caprifoliaceae,dipsacales,dicots,scabious,,,,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,swertia,gentianaceae,gentianales,dicots,felworts,,,,herb,Northern Hemisphere,,,Northern,Wild,Low,None,Widespread/Common,natural,,
